rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
111,"spotify:track:7bywjHOc0wSjGGbj04XbVi","Feid, ATL Jacob","LUNA","UMLE - Latino",13,96,91,"1814038"
112,"spotify:track:61vlMpyFxXmxvahvA7Bi3z","Calle 24, Chino Pacas, Fuerza Regida","QUE ONDA","WEA Latina",1,104,104,"1795062"
113,"spotify:track:7Ji1sx470UGJRw7gx2kr95","Clave Especial","LUZ VERDE","Streetmob Records",86,86,2,"1791780"
114,"spotify:track:1cZHUhGz7xJ8c4szDipipd","Victor Mendivil, Oscar Maydon","Mejores Jordans","Rico o Muerto Music LLC",9,128,56,"1779453"
115,"spotify:track:3w1h7uNU1Dfk2tOaHiIGat","Fuerza Regida","PERO NO TE ENAMORES","Rancho Humilde/Street Mob Records",40,115,53,"1763874"
116,"spotify:track:1QZrQnjIMS9yVFVYRoqnaX","Enigma Norteño, Alfredo Olivas","Los Lujos Del R.","Brava Entertainment",116,-1,1,"1760219"
117,"spotify:track:179TZwPk0txEvjkraVTVKo","Alfredo Olivas","El Precio De La Soledad","Camiolvi",42,98,155,"1759662"
118,"spotify:track:0nafF9MxcXJBQWv3BTKtdF","KAROL G, Feid","Verano Rosa","Bichota/Interscope Records",67,108,10,"1757589"
119,"spotify:track:2CshODtf7iwe3pKlPmEWF5","Junior H","TRES BOTELLAS","WEA Latina",26,130,99,"1751584"
120,"spotify:track:4ZplewvZRLFcfBa5uyBbhd","Cardenales De Nuevo León","Belleza De Cantina","Universal Music Mexico",43,94,276,"1743828"
121,"spotify:track:6kQYMqjobmB8MkWwa9OUyA","Alejandro Sanz","Amiga mía","WM Spain",51,131,21,"1743331"
122,"spotify:track:6B9j1SQnmtHa0i5FiifFRi","Neton Vega","Qué Motor","Josa Records",64,139,10,"1737137"
123,"spotify:track:0NsGFMIo2aNbAkJu48ndaf","Chino Pacas","Morena Canela","Street Mob Records/PFL/Geffen Records",7,100,34,"1735902"
124,"spotify:track:0JDrG1g5HXbfgGtRKT0ofH","Natanael Cano","Diamantes","WEA Latina",34,162,96,"1731428"
125,"spotify:track:0SRddBTphQwQcfqw4Br1uX","León Larregui","Brillas","EMI México",43,103,441,"1711637"
126,"spotify:track:4Nf5EZ40JenjMUKXOiyRU5","Peso Pluma","NUEVA VIDA","Double P Records",35,121,114,"1707534"
127,"spotify:track:6YxjNm7WM31n53ZlvQsyWE","Eden Muñoz","Lejos Estamos Mejor","EMC Music/Sony Music México",25,116,16,"1689891"
128,"spotify:track:69Ej1xrGjOcHvIMtMKxK0G","Don Omar","Dile","UMLE - Machete",90,118,112,"1681855"
129,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",25,127,54,"1680413"
130,"spotify:track:6QJCZyJv1fhkCyZA3lRoAD","Caifanes","Viento","RCA Records Label",68,140,45,"1670782"
131,"spotify:track:5mB0MGsRfKZALHrXjnktCK","Caifanes","La Célula Que Explota","RCA Records Label",66,152,76,"1670605"
132,"spotify:track:0ItgotO5txriRAp6lXMHJ7","Junior H","A TU NOMBRE","WEA Latina",75,-1,29,"1663265"
133,"spotify:track:46964wQT31RrX0XJ6ML62I","Carín León, Maluma","Si Tú Me Vieras","Socios Music, LLC",42,112,10,"1663187"
134,"spotify:track:3KQwuuHarLTIZIUXtwDmPN","Grupo Firme","Alégale Al Umpire","Music VIP Entertainment Presenta Grupo Firme",76,148,16,"1662641"
135,"spotify:track:3AoF1Fd8rWPBTIfGkcxdQM","Feid","SE LO JURO MOR","Universal Music Latino",135,-1,1,"1648390"
136,"spotify:track:1V14rt4SEpMU1wCdmGz6eB","Neton Vega, Alemán, Victor Mendivil","Me Ha Costado","Josa Records",23,164,28,"1644174"
137,"spotify:track:44tGQHHdm4JhCbMugPr2Vd","Neton Vega","3","Josa Records",46,153,26,"1640504"
138,"spotify:track:6uCZqv78d015paeHFUOUlI","Grupo Arriesgado","Ansiedad","GA Music",64,-1,25,"1639861"
139,"spotify:track:6UtWwuheJr5LLDeVypPNx7","Fuerza Regida","EXCESOS","Rancho Humilde/Street Mob Records",38,149,61,"1637979"
140,"spotify:track:0KAqMRUSZwzG3dZLdDA4eH","Shakira","Antologia","Epic",48,145,64,"1629503"
141,"spotify:track:3qtGLAar7AhrbwLegrYOUE","Eden Muñoz","Te Juro Que Te Amo","EMC Music/Sony Music México",141,191,2,"1627298"
142,"spotify:track:5AH31dDNgxCMGDdxubNNn4","Fuerza Regida","NEL","Rancho Humilde/Street Mob Records",2,111,57,"1626392"
143,"spotify:track:25VVwcwK5OKa4XMsVmsmJ0","La Arrolladora Banda El Limón De Rene Camacho","Aquí Hay Para Llevar","Disa",81,158,40,"1614794"
144,"spotify:track:27xkOIER6uDLKALIelHylZ","Jin","Don’t Say You Love Me","BIGHIT MUSIC",73,133,12,"1595863"
145,"spotify:track:1HEwEN64NjgTaHmo7LfkX8","Beéle","no tiene sentido","5020 Records",78,132,13,"1595502"
146,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",11,123,34,"1593803"
147,"spotify:track:1C84d9abZVKWHT2YYpoean","Luis R Conriquez, Neton Vega","Si No Quieres No","Kartel Music",1,180,75,"1574980"
148,"spotify:track:2JJSGhPpATm8lXeYjD95fw","Bobby Pulido","Desvelado","Capitol Latin",87,87,99,"1574776"
149,"spotify:track:6r6IPuFvUX72kQGc9b46rk","emmanuellcortess_","Amor","RC Music",20,138,63,"1574710"
150,"spotify:track:3HqcNJdZ2seoGxhn0wVNDK","KAROL G","PROVENZA","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",1,141,161,"1565763"
151,"spotify:track:2Vw8vOliCmBOAys8Q2xzJZ","Neton Vega","Mi Vida Mi Muerte","Josa Records",14,165,31,"1562098"
152,"spotify:track:43558Td2trz7O0chZYohEE","Natanael Cano, Nueva H","Amapola","WEA Latina",8,142,37,"1557197"
153,"spotify:track:53IpyJOqUIcCzCUtMjP9oy","Intocable","¿Y Todo Para Qué?","Capitol Latin",119,124,15,"1555851"
154,"spotify:track:1B1maIpcMpPDZ8GT0WHT0V","KAROL G","Milagros","Bichota/Interscope Records",67,125,13,"1552440"
155,"spotify:track:2aYZaN5SmkRDLsrrV8GkBQ","Peso Pluma, Neton Vega","LA PATRULLA","2024 Double P Records",1,136,62,"1548344"
156,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,175,441,"1547208"
157,"spotify:track:1XAs7coQj8K9RbiVX7JeKG","Victor Mendivil, Alemán","RZR","Rico o Muerto Music LLC",33,120,14,"1534677"
158,"spotify:track:1C7NXX8UJ6pgNx8EkmyZDd","Beéle","si te pillara","5020 Records",134,134,4,"1531275"
159,"spotify:track:7wQMaZgnqNolW1ATTUW1mq","Luis Mexia, Enigma Norteño, Los Dareyes De La Sierra","Álbum JGL","Luis Mexia",159,-1,1,"1522382"
160,"spotify:track:02cRoSfWU3RJNFyU3o4lhV","Peso Pluma, Oscar Maydon","SANTAL 33","2024 Double P Records",8,166,62,"1517724"
161,"spotify:track:0IBhXEEKXhv0bdpboaw5M3","La Santa Grifa","Sabanas Blancas","La Santa Grifa",116,171,8,"1515984"
162,"spotify:track:4ksf1UdqNc9pU8R4ZZrgdY","Miranda!","Tu Misterioso Alguien","Pelo Music",162,169,2,"1510482"
163,"spotify:track:59D4DOkspUbWyMmbAPQkxZ","Bad Bunny","VOY A LLeVARTE PA PR","Rimas Entertainment LLC.",15,146,34,"1508447"
164,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",40,167,67,"1507333"
165,"spotify:track:4MUrUT38U98olfnyzMBCzm","Bad Bunny","KLOuFRENS","Rimas Entertainment LLC.",28,161,30,"1499838"
166,"spotify:track:7nCRfFB9HCOHnJbmgoT8ej","Enigma Norteño","Quemándose Un Gallito (El Rambo)","UMLE - Fonovisa",166,-1,1,"1499221"
167,"spotify:track:6TBzRwnX2oYd8aOrOuyK1p","Oscar Maydon, Junior H","Fin de Semana","Rancho Humilde",4,-1,122,"1498629"
168,"spotify:track:32SJM4tQyJHsB8rgVtZURn","Young Miko","WASSUP","Wave Music Group",42,168,15,"1494633"
169,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",119,154,166,"1493199"
170,"spotify:track:3pJfnBjO3kjudEchcPEDxS","Caifanes","Afuera","RCA Records Label",82,184,128,"1483974"
171,"spotify:track:28UP90XhjCovLtieduYr9P","Mon Laferte, Bunbury","Mi Buen Amor","Universal Music Mexico",55,182,92,"1482545"
172,"spotify:track:4g6Ow5lxjyqATCQub3ACcu","Belanova","Por Ti","Universal Music Mexico",129,129,3,"1476562"
173,"spotify:track:1nULBrlzWatdcjA2ZctIMv","Zoé","Labios Rotos - En Vivo Desde México / 2010","EMI México",137,156,122,"1466581"
174,"spotify:track:0An16OW2kcW8h9ij5cyM9a","Natanael Cano","Polos Opuestos","WEA Latina",34,177,9,"1464873"
175,"spotify:track:1GtIK8iINes4gNt06F60NU","Alfredo Olivas","Vete","Fonovisa",28,151,111,"1454561"
176,"spotify:track:2rApWcTGUQuq4iDuB8n763","Gabito Ballesteros, Neton Vega","WISCACHOS","Los CT Records",83,170,13,"1447174"
177,"spotify:track:3VhupipSGvOXrNrNvUwhs1","La Arrolladora Banda El Limón De Rene Camacho","El Ruido De Tus Zapatos","UMLE - Disa",159,192,6,"1441561"
178,"spotify:track:2fQrrBtuNVMWOHqLyk4EfO","Alfredo Olivas","Yo Todo Lo Doy","Fonovisa",45,159,130,"1440624"
179,"spotify:track:0lTAedtZ55pf7wFrcDEPM0","Mentiras: La Serie, Mariana Treviño","Pobre Secretaria","WM Mexico",43,150,10,"1436185"
180,"spotify:track:7mEPibyVIOAjjHcSD0K0vn","Grupo Marca Registrada, Victor Valverde","El Mayor de los Ranas (En Vivo)","RB Music, Inc. (RB Music/Grupo Marca Registrada)",19,137,26,"1433687"
181,"spotify:track:4NUt1fcnO9aQAELBgXq3Kr","Alejandro Fernández","Me Dediqué a Perderte","Columbia",73,-1,384,"1429292"
182,"spotify:track:7d6yK8v8J484SWH5prIQiE","Bad Bunny, Omar Courtz, Dei V","VeLDÁ","Rimas Entertainment LLC.",22,-1,26,"1428984"
183,"spotify:track:3IyUWwRHrMYHNdatyRcCEr","La Arrolladora Banda El Limón De Rene Camacho","Te Estaré Esperando","Universal Music Mexico",155,155,10,"1428062"
184,"spotify:track:4tSrGUb119Qx4sAZBzfFgd","Natanael Cano, Victor Mendivil","Bellakita","WEA Latina",42,-1,5,"1419071"
185,"spotify:track:6Pur3hWy6Nzc27ilmsp5HA","Los Enanitos Verdes","Lamento Boliviano","EMI Latin",84,185,270,"1413224"
